Problem, Method, Param1, Param2, Param3, SolutionValue, Time
5, SA,2000,0.99,0.001,1569.0,5.04668784142
5, GA,750,100,0.1,1517.0,46.7143499851
5, SA,2000,0.99,0.1,1595.0,3.4610478878
6, GA,100,10,0.01,1523.0,3.9600918293
6, SA,500,0.85,1e-05,1514.0,0.418622970581
6, GA,100,10,0.05,1393.0,3.91423106194
6, SA,500,0.85,0.001,1497.0,0.305387020111
6, GA,100,10,0.1,1323.0,3.9325799942
6, SA,500,0.85,0.1,1368.0,0.220504045486
6, GA,100,25,0.01,1558.0,5.0113120079
6, SA,500,0.9,1e-05,1587.0,0.64933681488
6, GA,100,25,0.05,1218.0,5.01960396767
6, SA,500,0.9,0.001,1493.0,0.467180013657
6, GA,100,25,0.1,1499.0,5.03562998772
6, SA,500,0.9,0.1,1579.0,0.32023191452
6, GA,100,50,0.01,1409.0,6.82853484154
6, SA,500,0.95,1e-05,1550.0,1.33955812454
6, GA,100,50,0.05,1291.0,6.84456801414
6, SA,500,0.95,0.001,1587.0,0.979794025421
6, GA,100,50,0.1,1383.0,6.84269213676
6, SA,500,0.95,0.1,1598.0,0.64653801918
6, GA,100,100,0.01,1111.0,0.0797071456909
6, SA,500,0.99,1e-05,1620.0,6.77723789215
6, GA,100,100,0.05,1397.0,0.0824589729309
6, SA,500,0.99,0.001,1577.0,4.99716091156
6, GA,100,100,0.1,1502.0,0.0815827846527
6, SA,500,0.99,0.1,1573.0,3.27157497406
6, GA,200,10,0.01,1353.0,10.3806519508
6, SA,750,0.85,1e-05,1580.0,0.436258077621
6, GA,200,10,0.05,1258.0,7.07912683487
6, SA,750,0.85,0.001,1457.0,0.326656103134
6, GA,200,10,0.1,1611.0,7.11350893974
6, SA,750,0.85,0.1,1453.0,0.206285953522
6, GA,200,25,0.01,1409.0,11.5991849899
6, SA,750,0.9,1e-05,1443.0,0.652126073837
6, GA,200,25,0.05,1560.0,8.26308894157
6, SA,750,0.9,0.001,1658.0,0.497617959976
6, GA,200,25,0.1,1410.0,8.54695487022
6, SA,750,0.9,0.1,1440.0,0.325486183167
6, GA,200,50,0.01,1674.0,10.3045430183
6, SA,750,0.95,1e-05,1633.0,1.3701479435
6, GA,200,50,0.05,1768.0,10.3443140984
6, SA,750,0.95,0.001,1592.0,1.00195097923
6, GA,200,50,0.1,1641.0,10.3717010021
6, SA,750,0.95,0.1,1621.0,0.68058681488
6, GA,200,100,0.01,1597.0,14.3850209713
6, SA,750,0.99,1e-05,1676.0,6.97122597694
6, GA,200,100,0.05,1725.0,14.3992609978
6, SA,750,0.99,0.001,1645.0,5.18254685402
6, GA,200,100,0.1,1500.0,14.4309821129
6, SA,750,0.99,0.1,1592.0,3.42806601524
6, GA,500,10,0.01,1484.0,16.4823479652
6, SA,1000,0.85,1e-05,1580.0,0.441651105881
6, GA,500,10,0.05,1519.0,16.6379439831
6, SA,1000,0.85,0.001,1457.0,0.33652305603
6, GA,500,10,0.1,1528.0,16.753497839
6, SA,1000,0.85,0.1,1453.0,0.22586607933
6, GA,500,25,0.01,1592.0,18.0940260887
6, SA,1000,0.9,1e-05,1542.0,0.67320895195
6, GA,500,25,0.05,1679.0,26.5516860485
6, SA,1000,0.9,0.001,1530.0,0.515737056732
6, GA,500,25,0.1,1671.0,18.2467520237
6, SA,1000,0.9,0.1,1472.0,0.345147848129
6, GA,500,50,0.01,1833.0,20.7702558041
6, SA,1000,0.95,1e-05,1607.0,1.37190699577
6, GA,500,50,0.05,1669.0,20.8324139118
6, SA,1000,0.95,0.001,1465.0,1.03079295158
6, GA,500,50,0.1,1702.0,20.8953309059
6, SA,1000,0.95,0.1,1720.0,0.700659990311
6, GA,500,100,0.01,1838.0,26.0789711475
6, SA,1000,0.99,1e-05,1623.0,7.09951996803
6, GA,500,100,0.05,1741.0,34.4278919697
6, SA,1000,0.99,0.001,1615.0,5.28061699867
6, GA,500,100,0.1,1743.0,26.2071390152
6, SA,1000,0.99,0.1,1609.0,3.55123710632
6, GA,750,10,0.01,1585.0,28.3106150627
6, SA,2000,0.85,1e-05,1445.0,0.462900876999
6, GA,750,10,0.05,1585.0,24.4482018948
6, SA,2000,0.85,0.001,1435.0,0.346216917038
6, GA,750,10,0.1,1477.0,36.9702968597
6, SA,2000,0.85,0.1,1509.0,0.237936019897
6, GA,750,25,0.01,1595.0,26.0915009975
6, SA,2000,0.9,1e-05,1520.0,0.709698915482
6, GA,750,25,0.05,1687.0,26.4173469543
6, SA,2000,0.9,0.001,1473.0,0.529803037643
6, GA,750,25,0.1,1587.0,26.4800038338
6, SA,2000,0.9,0.1,1500.0,0.361716985703
6, GA,750,50,0.01,1585.0,29.3990960121
6, SA,2000,0.95,1e-05,1518.0,1.44784188271
6, GA,750,50,0.05,1824.0,42.0014650822
6, SA,2000,0.95,0.001,1594.0,1.08289194107
6, GA,750,50,0.1,1995.0,42.1673679352
6, SA,2000,0.95,0.1,1533.0,0.738785982132
6, GA,750,100,0.01,1642.0,48.1456010342
6, SA,2000,0.99,1e-05,1611.0,7.32959198952
6, GA,750,100,0.05,1505.0,48.2826430798
6, SA,2000,0.99,0.001,1656.0,5.56656098366
6, GA,750,100,0.1,1641.0,48.323802948
6, SA,2000,0.99,0.1,1623.0,3.79770493507
7, GA,100,10,0.01,946.0,5.44088792801
7, SA,500,0.85,1e-05,922.0,0.704541921616
7, GA,100,10,0.05,336.0,5.45050883293
7, SA,500,0.85,0.001,878.0,0.529253959656
7, GA,100,10,0.1,740.0,3.96339893341
7, SA,500,0.85,0.1,899.0,0.334481954575
7, GA,100,25,0.01,189.0,6.48853182793
7, SA,500,0.9,1e-05,901.0,1.06198787689
7, GA,100,25,0.05,70.0,6.49821305275
7, SA,500,0.9,0.001,905.0,0.797304153442
7, GA,100,25,0.1,625.0,6.59152913094
7, SA,500,0.9,0.1,914.0,0.516984939575
7, GA,100,50,0.01,16.0,8.33582901955
7, SA,500,0.95,1e-05,955.0,2.1508140564
7, GA,100,50,0.05,365.0,8.38536405563
7, SA,500,0.95,0.001,953.0,1.6334168911
7, GA,100,50,0.1,620.0,8.51720905304
7, SA,500,0.95,0.1,930.0,1.04868197441
7, GA,100,100,0.01,0,0.0827000141144
7, SA,500,0.99,1e-05,975.0,11.1040861607
7, GA,100,100,0.05,0,0.141651153564
7, SA,500,0.99,0.001,944.0,8.18998908997
7, GA,100,100,0.1,0,0.125689029694
7, SA,500,0.99,0.1,967.0,5.32286596298
7, GA,200,10,0.01,673.0,7.16191911697
7, SA,750,0.85,1e-05,905.0,0.734745025635
7, GA,200,10,0.05,97.0,9.97249007225
7, SA,750,0.85,0.001,913.0,0.534368991852
7, GA,200,10,0.1,404.0,7.14747595787
7, SA,750,0.85,0.1,945.0,0.344830989838
7, GA,200,25,0.01,412.0,11.3778369427
7, SA,750,0.9,1e-05,890.0,1.09482693672
7, GA,200,25,0.05,710.0,8.36042189598
7, SA,750,0.9,0.001,870.0,0.832046985626
7, GA,200,25,0.1,958.0,11.2260940075
7, SA,750,0.9,0.1,917.0,0.520572900772
7, GA,200,50,0.01,948.0,13.2585089207
7, SA,750,0.95,1e-05,957.0,2.24623012543
7, GA,200,50,0.05,134.0,13.3559851646
7, SA,750,0.95,0.001,915.0,1.67632913589
7, GA,200,50,0.1,841.0,13.3221991062
7, SA,750,0.95,0.1,922.0,1.1050260067
7, GA,200,100,0.01,701.0,14.4689939022
7, SA,750,0.99,1e-05,946.0,11.3799450397
7, GA,200,100,0.05,607.0,14.6654989719
7, SA,750,0.99,0.001,963.0,8.51546311378
7, GA,200,100,0.1,9.0,17.5062720776
7, SA,750,0.99,0.1,931.0,5.57404899597
7, GA,500,10,0.01,126.0,23.751240015
7, SA,1000,0.85,1e-05,911.0,0.721868991852
7, GA,500,10,0.05,638.0,23.8540461063
7, SA,1000,0.85,0.001,898.0,0.533288955688
7, GA,500,10,0.1,816.0,23.9097349644
7, SA,1000,0.85,0.1,899.0,0.359260082245
7, GA,500,25,0.01,672.0,18.1153531075
7, SA,1000,0.9,1e-05,926.0,1.09981799126
7, GA,500,25,0.05,603.0,18.2578940392
7, SA,1000,0.9,0.001,903.0,0.831805944443
7, GA,500,25,0.1,902.0,25.4940948486
7, SA,1000,0.9,0.1,886.0,0.557549953461
7, GA,500,50,0.01,731.0,27.9654319286
7, SA,1000,0.95,1e-05,960.0,2.25844287872
7, GA,500,50,0.05,401.0,28.1057519913
7, SA,1000,0.95,0.001,937.0,1.72770500183
7, GA,500,50,0.1,365.0,28.0849680901
7, SA,1000,0.95,0.1,926.0,1.15064001083
7, GA,500,100,0.01,716.0,33.2854948044
7, SA,1000,0.99,1e-05,946.0,11.5442581177
7, GA,500,100,0.05,332.0,33.3553481102
7, SA,1000,0.99,0.001,985.0,8.75822210312
7, GA,500,100,0.1,771.0,33.4611902237
7, SA,1000,0.99,0.1,958.0,5.79716897011
7, GA,750,10,0.01,63.0,35.0783958435
7, SA,2000,0.85,1e-05,942.0,0.757079124451
7, GA,750,10,0.05,104.0,35.1632339954
7, SA,2000,0.85,0.001,911.0,0.570958852768
7, GA,750,10,0.1,738.0,24.5102210045
7, SA,2000,0.85,0.1,894.0,0.375048160553
7, GA,750,25,0.01,64.0,37.0992588997
7, SA,2000,0.9,1e-05,924.0,1.13255095482
7, GA,750,25,0.05,297.0,37.086838007
7, SA,2000,0.9,0.001,948.0,0.854353904724
7, GA,750,25,0.1,501.0,37.3001248837
7, SA,2000,0.9,0.1,891.0,0.580646038055
7, GA,750,50,0.01,718.0,40.1525580883
7, SA,2000,0.95,1e-05,924.0,2.34401583672
7, GA,750,50,0.05,572.0,40.1666910648
7, SA,2000,0.95,0.001,912.0,1.75819993019
7, GA,750,50,0.1,284.0,40.3560490608
7, SA,2000,0.95,0.1,989.0,1.18771886826
7, GA,750,100,0.01,808.0,46.5911009312
7, SA,2000,0.99,1e-05,957.0,11.9666149616
7, GA,750,100,0.05,559.0,35.8171339035
7, SA,2000,0.99,0.001,975.0,9.00647711754
7, GA,750,100,0.1,880.0,47.2585418224
7, SA,2000,0.99,0.1,952.0,6.22082304955
8, GA,100,10,0.01,1011.0,5.36868000031
8, SA,500,0.85,1e-05,768.0,0.736792087555
8, GA,100,10,0.05,94.0,5.38560509682
8, SA,500,0.85,0.001,749.0,0.539175987244
8, GA,100,10,0.1,57.0,5.51719594002
8, SA,500,0.85,0.1,736.0,0.356775045395
8, GA,100,25,0.01,717.0,6.53968811035
8, SA,500,0.9,1e-05,758.0,1.115473032
8, GA,100,25,0.05,675.0,6.5324640274
8, SA,500,0.9,0.001,740.0,0.839301109314
8, GA,100,25,0.1,498.0,6.53052783012
8, SA,500,0.9,0.1,749.0,0.529068946838
8, GA,100,50,0.01,765.0,8.39020419121
8, SA,500,0.95,1e-05,750.0,2.33400797844
8, GA,100,50,0.05,559.0,8.51832890511
8, SA,500,0.95,0.001,757.0,1.68699002266
8, GA,100,50,0.1,571.0,8.35241889954
8, SA,500,0.95,0.1,789.0,1.14827489853
8, GA,100,100,0.01,0,0.315310955048
8, SA,500,0.99,1e-05,792.0,11.8297400475
8, GA,100,100,0.05,0,0.0865099430084
8, SA,500,0.99,0.001,784.0,8.80416107178
8, GA,100,100,0.1,0,0.102030992508
8, SA,500,0.99,0.1,782.0,5.69800496101
8, GA,200,10,0.01,80.0,9.98689007759
8, SA,750,0.85,1e-05,739.0,0.75352191925
8, GA,200,10,0.05,514.0,7.10418510437
8, SA,750,0.85,0.001,744.0,0.56401014328
8, GA,200,10,0.1,605.0,10.0296618938
8, SA,750,0.85,0.1,710.0,0.3729429245
8, GA,200,25,0.01,414.0,11.2523560524
8, SA,750,0.9,1e-05,742.0,1.15560102463
8, GA,200,25,0.05,341.0,11.2101919651
8, SA,750,0.9,0.001,763.0,0.868314027786
8, GA,200,25,0.1,372.0,11.2688729763
8, SA,750,0.9,0.1,720.0,0.581461906433
8, GA,200,50,0.01,785.0,13.2674760818
8, SA,750,0.95,1e-05,796.0,2.41742897034
8, GA,200,50,0.05,709.0,13.295773983
8, SA,750,0.95,0.001,778.0,1.77946400642
8, GA,200,50,0.1,392.0,13.3978860378
8, SA,750,0.95,0.1,739.0,1.14832496643
8, GA,200,100,0.01,489.0,17.3282420635
8, SA,750,0.99,1e-05,781.0,12.0756628513
8, GA,200,100,0.05,578.0,17.4161319733
8, SA,750,0.99,0.001,786.0,8.99970197678
8, GA,200,100,0.1,11.0,17.453099966
8, SA,750,0.99,0.1,785.0,5.93530988693
8, GA,500,10,0.01,277.0,23.933275938
8, SA,1000,0.85,1e-05,736.0,0.776271820068
8, GA,500,10,0.05,894.0,23.8739731312
8, SA,1000,0.85,0.001,771.0,0.575092077255
8, GA,500,10,0.1,923.0,24.0277991295
8, SA,1000,0.85,0.1,764.0,0.38266992569
8, GA,500,25,0.01,779.0,25.395783186
8, SA,1000,0.9,1e-05,748.0,1.19187092781
8, GA,500,25,0.05,611.0,25.5089838505
8, SA,1000,0.9,0.001,744.0,0.877716064453
8, GA,500,25,0.1,264.0,25.5674061775
8, SA,1000,0.9,0.1,744.0,0.595828056335
8, GA,500,50,0.01,655.0,28.1045281887
8, SA,1000,0.95,1e-05,758.0,2.40808296204
8, GA,500,50,0.05,576.0,28.1605658531
8, SA,1000,0.95,0.001,754.0,1.78471302986
8, GA,500,50,0.1,567.0,20.8500640392
8, SA,1000,0.95,0.1,767.0,1.20318412781
8, GA,500,100,0.01,354.0,33.4029757977
8, SA,1000,0.99,1e-05,773.0,12.3016660213
8, GA,500,100,0.05,552.0,33.4002900124
8, SA,1000,0.99,0.001,790.0,9.19133496284
8, GA,500,100,0.1,82.0,33.8095979691
8, SA,1000,0.99,0.1,771.0,6.14317202568
8, GA,750,10,0.01,998.0,35.2867958546
8, SA,2000,0.85,1e-05,743.0,0.77548289299
8, GA,750,10,0.05,761.0,35.426295042
8, SA,2000,0.85,0.001,751.0,0.596319198608
8, GA,750,10,0.1,838.0,35.5121281147
8, SA,2000,0.85,0.1,747.0,0.410724878311
8, GA,750,25,0.01,748.0,37.7273190022
8, SA,2000,0.9,1e-05,771.0,1.23386502266
8, GA,750,25,0.05,616.0,26.5553998947
8, SA,2000,0.9,0.001,745.0,0.942749977112
8, GA,750,25,0.1,749.0,38.2668190002
8, SA,2000,0.9,0.1,759.0,0.630205869675
8, GA,750,50,0.01,736.0,40.5853390694
8, SA,2000,0.95,1e-05,752.0,2.50916695595
8, GA,750,50,0.05,602.0,40.8429350853
8, SA,2000,0.95,0.001,753.0,1.88439702988
8, GA,750,50,0.1,24.0,40.6222589016
8, SA,2000,0.95,0.1,759.0,1.3207719326
8, GA,750,100,0.01,270.0,46.690171957
8, SA,2000,0.99,1e-05,783.0,12.8433599472
8, GA,750,100,0.05,766.0,46.7451570034
8, SA,2000,0.99,0.001,803.0,9.68288111687
8, GA,750,100,0.1,789.0,46.9516870975
8, SA,2000,0.99,0.1,785.0,6.59622216225
9, GA,100,10,0.01,969.0,3.91507792473
9, SA,500,0.85,1e-05,1229.0,0.51579284668
9, GA,100,10,0.05,929.0,5.63757491112
9, SA,500,0.85,0.001,1222.0,0.374597787857
9, GA,100,10,0.1,1162.0,3.93416190147
9, SA,500,0.85,0.1,1165.0,0.250831842422
9, GA,100,25,0.01,945.0,4.9980931282
9, SA,500,0.9,1e-05,1154.0,0.7814848423
9, GA,100,25,0.05,775.0,5.00958585739
9, SA,500,0.9,0.001,1156.0,0.581061840057
9, GA,100,25,0.1,922.0,5.05331611633
9, SA,500,0.9,0.1,1177.0,0.371957063675
9, GA,100,50,0.01,1578.0,8.54019999504
9, SA,500,0.95,1e-05,1182.0,1.61876010895
9, GA,100,50,0.05,862.0,6.83454298973
9, SA,500,0.95,0.001,1197.0,1.17771410942
9, GA,100,50,0.1,840.0,8.56871986389
9, SA,500,0.95,0.1,1175.0,0.769454956055
9, GA,100,100,0.01,1186.0,0.0799870491028
9, SA,500,0.99,1e-05,1261.0,8.1347489357
9, GA,100,100,0.05,685.0,0.0806250572205
9, SA,500,0.99,0.001,1250.0,5.98965096474
9, GA,100,100,0.1,952.0,0.080267906189
9, SA,500,0.99,0.1,1223.0,3.88201594353
9, GA,200,10,0.01,1663.0,10.4837100506
9, SA,750,0.85,1e-05,1190.0,0.523172140121
9, GA,200,10,0.05,1314.0,10.5289461613
9, SA,750,0.85,0.001,1150.0,0.38671207428
9, GA,200,10,0.1,1266.0,10.550784111
9, SA,750,0.85,0.1,1117.0,0.258577108383
9, GA,200,25,0.01,1315.0,11.7064759731
9, SA,750,0.9,1e-05,1175.0,0.79545712471
9, GA,200,25,0.05,1790.0,11.7405650616
9, SA,750,0.9,0.001,1200.0,0.595551967621
9, GA,200,25,0.1,1107.0,11.7431349754
9, SA,750,0.9,0.1,1217.0,0.38233089447
9, GA,200,50,0.01,1361.0,13.7316758633
9, SA,750,0.95,1e-05,1158.0,1.64333295822
9, GA,200,50,0.05,1292.0,13.7494440079
9, SA,750,0.95,0.001,1203.0,1.22323489189
9, GA,200,50,0.1,967.0,10.3345758915
9, SA,750,0.95,0.1,1215.0,0.787355899811
9, GA,200,100,0.01,942.0,14.3203370571
9, SA,750,0.99,1e-05,1255.0,8.40189003944
9, GA,200,100,0.05,1605.0,17.8010628223
9, SA,750,0.99,0.001,1242.0,6.16361808777
9, GA,200,100,0.1,1205.0,17.8404369354
9, SA,750,0.99,0.1,1233.0,4.08172798157
9, GA,500,10,0.01,1307.0,25.0652019978
9, SA,1000,0.85,1e-05,1147.0,0.532012939453
9, GA,500,10,0.05,1337.0,25.1869828701
9, SA,1000,0.85,0.001,1132.0,0.394516944885
9, GA,500,10,0.1,1359.0,25.2796490192
9, SA,1000,0.85,0.1,1135.0,0.269661903381
9, GA,500,25,0.01,1316.0,26.7219769955
9, SA,1000,0.9,1e-05,1162.0,0.794322967529
9, GA,500,25,0.05,1175.0,26.7127139568
9, SA,1000,0.9,0.001,1200.0,0.600777864456
9, GA,500,25,0.1,1535.0,26.8794441223
9, SA,1000,0.9,0.1,1242.0,0.407250165939
9, GA,500,50,0.01,1054.0,20.7453830242
9, SA,1000,0.95,1e-05,1172.0,1.63250494003
9, GA,500,50,0.05,1691.0,29.4579379559
9, SA,1000,0.95,0.001,1276.0,1.23500394821
9, GA,500,50,0.1,1375.0,29.5199818611
9, SA,1000,0.95,0.1,1194.0,0.83610200882
9, GA,500,100,0.01,1516.0,34.6853899956
9, SA,1000,0.99,1e-05,1269.0,8.41063094139
9, GA,500,100,0.05,977.0,26.1235799789
9, SA,1000,0.99,0.001,1225.0,6.24838089943
9, GA,500,100,0.1,1249.0,34.8136730194
9, SA,1000,0.99,0.1,1234.0,4.20522880554
9, GA,750,10,0.01,1613.0,37.2932319641
9, SA,2000,0.85,1e-05,1211.0,0.528388977051
9, GA,750,10,0.05,1443.0,37.3893780708
9, SA,2000,0.85,0.001,1142.0,0.418160915375
9, GA,750,10,0.1,1796.0,37.4928760529
9, SA,2000,0.85,0.1,1111.0,0.278948068619
9, GA,750,25,0.01,1483.0,39.1779270172
9, SA,2000,0.9,1e-05,1180.0,0.854509115219
9, GA,750,25,0.05,1734.0,39.3266379833
9, SA,2000,0.9,0.001,1213.0,0.646641969681
9, GA,750,25,0.1,1867.0,39.4178609848
9, SA,2000,0.9,0.1,1154.0,0.429726839066
9, GA,750,50,0.01,1522.0,42.3334319592
9, SA,2000,0.95,1e-05,1247.0,1.69778490067
9, GA,750,50,0.05,1685.0,42.5349500179
9, SA,2000,0.95,0.001,1193.0,1.29728293419
9, GA,750,50,0.1,1109.0,42.4576830864
9, SA,2000,0.95,0.1,1247.0,0.886127948761
9, GA,750,100,0.01,1525.0,48.7551732063
9, SA,2000,0.99,1e-05,1279.0,8.67546010017
9, GA,750,100,0.05,1516.0,48.8728480339
9, SA,2000,0.99,0.001,1234.0,6.60346412659
9, GA,750,100,0.1,1387.0,49.0581891537
9, SA,2000,0.99,0.1,1236.0,4.50366997719
10, GA,100,10,0.01,1503,0.0541870594025
10, SA,500,0.85,1e-05,1560.0,0.110421895981
10, GA,100,10,0.05,1526,0.0541670322418
10, SA,500,0.85,0.001,1512.0,0.0804049968719
10, GA,100,10,0.1,1549,0.0542361736298
10, SA,500,0.85,0.1,1630.0,0.0526549816132
10, GA,100,25,0.01,1507,0.054615020752
10, SA,500,0.9,1e-05,1545.0,0.169459104538
10, GA,100,25,0.05,1381,0.0538969039917
10, SA,500,0.9,0.001,1563.0,0.123496055603
10, GA,100,25,0.1,1418,0.0538790225983
10, SA,500,0.9,0.1,1619.0,0.0802390575409
10, GA,100,50,0.01,1376,0.0539970397949
10, SA,500,0.95,1e-05,1665.0,0.343910932541
10, GA,100,50,0.05,1438,0.0539801120758
10, SA,500,0.95,0.001,1598.0,0.252794981003
10, GA,100,50,0.1,1410,0.0539269447327
10, SA,500,0.95,0.1,1545.0,0.165150165558
10, GA,100,100,0.01,1488,0.0545380115509
10, SA,500,0.99,1e-05,1606.0,1.73584699631
10, GA,100,100,0.05,1525,0.0542478561401
10, SA,500,0.99,0.001,1631.0,1.28456616402
10, GA,100,100,0.1,1559,0.0536088943481
10, SA,500,0.99,0.1,1612.0,0.834703922272
10, GA,200,10,0.01,1478,0.071524143219
10, SA,750,0.85,1e-05,1565.0,0.11127614975
10, GA,200,10,0.05,1486,0.0716648101807
10, SA,750,0.85,0.001,1591.0,0.0837819576263
10, GA,200,10,0.1,1638,0.0715980529785
10, SA,750,0.85,0.1,1596.0,0.0540759563446
10, GA,200,25,0.01,1452,0.0723650455475
10, SA,750,0.9,1e-05,1608.0,0.16984796524
10, GA,200,25,0.05,1476,0.0715711116791
10, SA,750,0.9,0.001,1589.0,0.128117084503
10, GA,200,25,0.1,1451,0.0716121196747
10, SA,750,0.9,0.1,1623.0,0.0842461585999
10, GA,200,50,0.01,1426,0.0727159976959
10, SA,750,0.95,1e-05,1691.0,0.348699092865
10, GA,200,50,0.05,1478,0.0714437961578
10, SA,750,0.95,0.001,1592.0,0.26083111763
10, GA,200,50,0.1,1421,0.0720970630646
10, SA,750,0.95,0.1,1572.0,0.170201063156
10, GA,200,100,0.01,1546,0.0711898803711
10, SA,750,0.99,1e-05,1626.0,1.78426194191
10, GA,200,100,0.05,1470,0.071702003479
10, SA,750,0.99,0.001,1732.0,1.32261395454
10, GA,200,100,0.1,1529,0.0718259811401
10, SA,750,0.99,0.1,1677.0,0.878582954407
10, GA,500,10,0.01,1551,0.127544879913
10, SA,1000,0.85,1e-05,1577.0,0.112677097321
10, GA,500,10,0.05,1534,0.126106023788
10, SA,1000,0.85,0.001,1576.0,0.0862910747528
10, GA,500,10,0.1,1550,0.126285076141
10, SA,1000,0.85,0.1,1608.0,0.0564408302307
10, GA,500,25,0.01,1494,0.128306150436
10, SA,1000,0.9,1e-05,1580.0,0.174558162689
10, GA,500,25,0.05,1539,0.127360105515
10, SA,1000,0.9,0.001,1533.0,0.13224697113
10, GA,500,25,0.1,1540,0.127015113831
10, SA,1000,0.9,0.1,1541.0,0.0868139266968
10, GA,500,50,0.01,1498,0.126848936081
10, SA,1000,0.95,1e-05,1605.0,0.355831861496
10, GA,500,50,0.05,1544,0.127206087112
10, SA,1000,0.95,0.001,1621.0,0.267439842224
10, GA,500,50,0.1,1452,0.127698898315
10, SA,1000,0.95,0.1,1622.0,0.177400112152
10, GA,500,100,0.01,1533,0.126246929169
10, SA,1000,0.99,1e-05,1694.0,1.81106114388
10, GA,500,100,0.05,1605,0.127649068832
10, SA,1000,0.99,0.001,1669.0,1.34864115715
10, GA,500,100,0.1,1501,0.127531051636
10, SA,1000,0.99,0.1,1638.0,0.906116008759
10, GA,750,10,0.01,1549,0.170110225677
10, SA,2000,0.85,1e-05,1582.0,0.118084192276
10, GA,750,10,0.05,1518,0.169677019119
10, SA,2000,0.85,0.001,1581.0,0.0899379253387
10, GA,750,10,0.1,1510,0.170869112015
10, SA,2000,0.85,0.1,1565.0,0.0601511001587
10, GA,750,25,0.01,1558,0.170894145966
10, SA,2000,0.9,1e-05,1606.0,0.180062055588
10, GA,750,25,0.05,1523,0.171190023422
10, SA,2000,0.9,0.001,1601.0,0.135730981827
10, GA,750,25,0.1,1531,0.172328948975
10, SA,2000,0.9,0.1,1601.0,0.0939891338348
10, GA,750,50,0.01,1541,0.17230796814
10, SA,2000,0.95,1e-05,1642.0,0.368385076523
10, GA,750,50,0.05,1520,0.170729160309
10, SA,2000,0.95,0.001,1652.0,0.280581951141
10, GA,750,50,0.1,1570,0.171603918076
10, SA,2000,0.95,0.1,1642.0,0.191566944122
10, GA,750,100,0.01,1498,0.171527147293
10, SA,2000,0.99,1e-05,1629.0,1.88666200638
10, GA,750,100,0.05,1537,0.171807050705
10, SA,2000,0.99,0.001,1666.0,1.42016816139
10, GA,750,100,0.1,1575,0.171612977982
10, SA,2000,0.99,0.1,1685.0,0.970191955566
